mdntf_no,drgnm_no,herb_name,representative_name,drgnm_raw
1,158,당귀,당귀,"당귀(當歸),참당귀"
1,158,참당귀,당귀,"당귀(當歸),참당귀"
2,1,가근,가근,가근(茄根)
3,2,가자,가자,가자(訶子)
4,3,갈근,갈근,"갈근(葛根), 칡뿌리"
4,3,칡뿌리,갈근,"갈근(葛根), 칡뿌리"
5,4,갈만,갈만,"갈만(葛蔓),칡줄기"
5,4,칡줄기,갈만,"갈만(葛蔓),칡줄기"
6,5,갈화,갈화,"갈화(葛花),갈조화(葛條花),칡꽃"
6,5,갈조화,갈화,"갈화(葛花),갈조화(葛條花),칡꽃"
6,5,칡꽃,갈화,"갈화(葛花),갈조화(葛條花),칡꽃"
7,6,감국,감국,"감국(甘菊),야국(野菊),야국화(野菊花),들국화,고의,국화(菊花)"
7,6,야국,감국,"감국(甘菊),야국(野菊),야국화(野菊花),들국화,고의,국화(菊花)"
7,6,야국화,감국,"감국(甘菊),야국(野菊),야국화(野菊花),들국화,고의,국화(菊花)"
7,6,들국화,감국,"감국(甘菊),야국(野菊),야국화(野菊花),들국화,고의,국화(菊花)"
7,6,고의,감국,"감국(甘菊),야국(野菊),야국화(野菊花),들국화,고의,국화(菊花)"
7,6,국화,감국,"감국(甘菊),야국(野菊),야국화(野菊花),들국화,고의,국화(菊花)"
8,7,감송향,감송향,"감송향(甘松香),감송(甘松)"
8,7,감송,감송향,"감송향(甘松香),감송(甘松)"
9,8,감수,감수,감수(甘遂)
10,9,감초,감초,감초(甘草)
11,9,감초,감초,감초(甘草)
12,9,감초,감초,감초(甘草)
13,13,강판귀,강판귀,강판귀(杠板歸)
14,14,강향,강향,"강향(降香),강진향(降眞香)"
14,14,강진향,강향,"강향(降香),강진향(降眞香)"
15,15,강활,강활,"강활(羌活),산수근채(山水芹菜),강호리뿌리"
15,15,산수근채,강활,"강활(羌活),산수근채(山水芹菜),강호리뿌리"
15,15,강호리뿌리,강활,"강활(羌活),산수근채(山水芹菜),강호리뿌리"
16,15,강활,강활,강활(羌活)
17,15,강활,강활,강활(羌活)
18,16,강황,강황,"강황(薑黃),울금(鬱金)"
18,16,울금,강황,"강황(薑黃),울금(鬱金)"
19,17,개자,개자,"개자(芥子),겨자"
19,17,겨자,개자,"개자(芥子),겨자"
20,17,개자,개자,"개자(芥子),백개자(白芥子)"
20,17,백개자,개자,"개자(芥子),백개자(白芥子)"
21,19,갱미,갱미,갱미(粳米)
22,20,거수,거수,"거수(欅樹), 느티나무속줄기, 느티나무속심"
22,20,느티나무속줄기,거수,"거수(欅樹), 느티나무속줄기, 느티나무속심"
22,20,느티나무속심,거수,"거수(欅樹), 느티나무속줄기, 느티나무속심"
23,21,건강,건강,"건강(乾薑),마른생강"
23,21,마른생강,건강,"건강(乾薑),마른생강"
24,263,미사인,미사인,"미사인,건사인(建砂仁)"
24,263,건사인,미사인,"미사인,건사인(建砂仁)"
25,24,건율,건율,"건율(乾栗),율자(栗子),밤,건률"
25,24,율자,건율,"건율(乾栗),율자(栗子),밤,건률"
25,24,밤,건율,"건율(乾栗),율자(栗子),밤,건률"
25,24,건률,건율,"건율(乾栗),율자(栗子),밤,건률"
26,24,건율,건율,"건율(乾栗),밤,건률"
26,24,밤,건율,"건율(乾栗),밤,건률"
26,24,건률,건율,"건율(乾栗),밤,건률"
27,26,건칠,건칠,"건칠(乾漆),칠(漆)"
27,26,칠,건칠,"건칠(乾漆),칠(漆)"
28,27,검인,검인,"검인(芡仁), 검실(芡實)"
28,27,검실,검인,"검인(芡仁), 검실(芡實)"
29,28,겐티아나,겐티아나,겐티아나
30,30,견우자,견우자,"견우자(牽牛子),흑축(黑丑),나팔꽃씨"
30,30,흑축,견우자,"견우자(牽牛子),흑축(黑丑),나팔꽃씨"
30,30,나팔꽃씨,견우자,"견우자(牽牛子),흑축(黑丑),나팔꽃씨"
31,30,견우자,견우자,"견우자(牽牛子),흑축(黑丑)"
31,30,흑축,견우자,"견우자(牽牛子),흑축(黑丑)"
32,31,결명자,결명자,결명자(決明子)
33,31,결명자,결명자,결명자(決明子)
34,33,경마자,경마자,경마자(苘麻子)
35,34,경천,경천,경천(景天)
36,34,경천,경천,경천(景天)
38,34,경천,경천,경천(景天)
39,34,경천,경천,경천(景天)
40,35,계관화,계관화,"계관화(鷄冠花),맨드라미꽃"
40,35,맨드라미꽃,계관화,"계관화(鷄冠花),맨드라미꽃"
41,37,계시등,계시등,계시등(鷄矢藤)
42,38,계심,계심,계심(桂心)
43,39,계지,계지,"계지(桂枝),유계(柳桂),육계나무"
43,39,유계,계지,"계지(桂枝),유계(柳桂),육계나무"
43,39,육계나무,계지,"계지(桂枝),유계(柳桂),육계나무"
44,40,계혈등,계혈등,계혈등(鷄血藤)
45,41,계황초,계황초,계황초(溪黃草)
46,42,고동과,고동과,고동과(苦冬瓜)
47,43,고량강,고량강,"고량강(高良薑),양강(良姜),량강뿌리"
47,43,양강,고량강,"고량강(高良薑),양강(良姜),량강뿌리"
47,43,량강뿌리,고량강,"고량강(高良薑),양강(良姜),량강뿌리"
48,44,고련피,고련피,"고련피(苦楝皮),고련근피(苦楝根皮)"
48,44,고련근피,고련피,"고련피(苦楝皮),고련근피(苦楝根皮)"
49,45,고목,고목,"고목(苦木),소태나무줄기"
49,45,소태나무줄기,고목,"고목(苦木),소태나무줄기"
50,47,고본,고본,"고본(藁本),당고본(唐藁本)"
50,47,당고본,고본,"고본(藁本),당고본(唐藁本)"
51,47,고본,고본,고본(藁本)
52,47,고본,고본,"고본(藁本),세엽고본(細葉藁本),고본뿌리"
52,47,세엽고본,고본,"고본(藁本),세엽고본(細葉藁本),고본뿌리"
52,47,고본뿌리,고본,"고본(藁本),세엽고본(細葉藁本),고본뿌리"
53,832,화고본,화고본,화고본(和藁本)
54,48,고삼,고삼,"고삼(苦參),너삼"
54,48,너삼,고삼,"고삼(苦參),너삼"
55,50,고지정,고지정,고지정(苦地丁)
56,51,고채,고채,고채(苦菜)
57,52,고추,고추,"고추(苦椒), 날초(辣椒), 번초(蕃椒), 당추"
57,52,날초,고추,"고추(苦椒), 날초(辣椒), 번초(蕃椒), 당추"
57,52,번초,고추,"고추(苦椒), 날초(辣椒), 번초(蕃椒), 당추"
57,52,당추,고추,"고추(苦椒), 날초(辣椒), 번초(蕃椒), 당추"
58,54,곡기생,곡기생,"곡기생(槲寄生),겨우살이,기생목"
58,54,겨우살이,곡기생,"곡기생(槲寄生),겨우살이,기생목"
58,54,기생목,곡기생,"곡기생(槲寄生),겨우살이,기생목"
59,55,곡아,곡아,"곡아(穀芽), 도아(稻芽)"
59,55,도아,곡아,"곡아(穀芽), 도아(稻芽)"
60,55,곡아,곡아,곡아(穀芽)
61,56,곡엽,곡엽,곡엽(槲葉)
62,57,곡정초,곡정초,곡정초(穀精草)
64,57,곡정초,곡정초,곡정초(穀精草)
65,60,골담초근,골담초근,"골담초근(骨膽草根), 금작근(金雀根), 금계아근(錦鷄兒根)"
65,60,금작근,골담초근,"골담초근(骨膽草根), 금작근(金雀根), 금계아근(錦鷄兒根)"
65,60,금계아근,골담초근,"골담초근(骨膽草根), 금작근(金雀根), 금계아근(錦鷄兒根)"
66,60,골담초근,골담초근,"골담초근(骨膽草根),금작근(金雀根)"
66,60,금작근,골담초근,"골담초근(骨膽草根),금작근(金雀根)"
67,60,골담초근,골담초근,"골담초근(骨膽草根),금작근(金雀根)"
67,60,금작근,골담초근,"골담초근(骨膽草根),금작근(金雀根)"
68,61,골쇄보,골쇄보,골쇄보(骨碎補)
69,62,공로목,공로목,공로목(功勞木)
70,63,과루,과루,과루(瓜蔞)
71,64,과루피,과루피,과루피(瓜蔞皮)
72,65,과자금,과자금,과자금(瓜子金)
73,66,과체,과체,"과체(瓜蒂),과체(果蔕),참외꼭지"
73,66,과체,과체,"과체(瓜蒂),과체(果蔕),참외꼭지"
73,66,참외꼭지,과체,"과체(瓜蒂),과체(果蔕),참외꼭지"
74,67,곽향,곽향,"곽향(藿香), 토곽향(土藿香), 배초향(排草香), 방아풀"
74,67,토곽향,곽향,"곽향(藿香), 토곽향(土藿香), 배초향(排草香), 방아풀"
74,67,배초향,곽향,"곽향(藿香), 토곽향(土藿香), 배초향(排草香), 방아풀"
74,67,방아풀,곽향,"곽향(藿香), 토곽향(土藿香), 배초향(排草香), 방아풀"
75,68,관동화,관동화,"관동화(款冬花),관동화꽃망울"
75,68,관동화꽃망울,관동화,"관동화(款冬花),관동화꽃망울"
76,69,관목통,관목통,"관목통(關木通),등칡줄기,통탈목"
76,69,등칡줄기,관목통,"관목통(關木通),등칡줄기,통탈목"
76,69,통탈목,관목통,"관목통(關木通),등칡줄기,통탈목"
77,70,관엽금사도,관엽금사도,관엽금사도(貫葉金絲桃)
78,71,관중,관중,"관중(貫衆), 면마(綿馬), 면마관중(綿馬貫衆), 범고비뿌리줄기"
78,71,면마,관중,"관중(貫衆), 면마(綿馬), 면마관중(綿馬貫衆), 범고비뿌리줄기"
78,71,면마관중,관중,"관중(貫衆), 면마(綿馬), 면마관중(綿馬貫衆), 범고비뿌리줄기"
78,71,범고비뿌리줄기,관중,"관중(貫衆), 면마(綿馬), 면마관중(綿馬貫衆), 범고비뿌리줄기"
79,72,괄루근,괄루근,"괄루근(栝樓根), 천화분(天花粉), 하늘타리뿌리, 과루근"
79,72,천화분,괄루근,"괄루근(栝樓根), 천화분(天花粉), 하늘타리뿌리, 과루근"
79,72,하늘타리뿌리,괄루근,"괄루근(栝樓根), 천화분(天花粉), 하늘타리뿌리, 과루근"
79,72,과루근,괄루근,"괄루근(栝樓根), 천화분(天花粉), 하늘타리뿌리, 과루근"
80,72,괄루근,괄루근,"괄루근(栝樓根), 천화분(天花粉)"
80,72,천화분,괄루근,"괄루근(栝樓根), 천화분(天花粉)"
81,72,괄루근,괄루근,괄루근(栝樓根)
82,73,괄루인,괄루인,"괄루인(栝樓仁), 과루자(瓜蔞子), 하늘타리씨, 과루인"
82,73,과루자,괄루인,"괄루인(栝樓仁), 과루자(瓜蔞子), 하늘타리씨, 과루인"
82,73,하늘타리씨,괄루인,"괄루인(栝樓仁), 과루자(瓜蔞子), 하늘타리씨, 과루인"
82,73,과루인,괄루인,"괄루인(栝樓仁), 과루자(瓜蔞子), 하늘타리씨, 과루인"
83,73,괄루인,괄루인,"괄루인(栝樓仁), 과루자(瓜蔞子)"
83,73,과루자,괄루인,"괄루인(栝樓仁), 과루자(瓜蔞子)"
84,73,괄루인,괄루인,괄루인(栝樓仁)
85,74,광곽향,광곽향,"광곽향(廣藿香),곽향(藿香)"
85,74,곽향,광곽향,"광곽향(廣藿香),곽향(藿香)"
86,75,광금전초,광금전초,광금전초(廣金錢草)
87,367,산자고,산자고,"산자고(山慈姑), 광자고(光慈姑), 까치무릇비늘줄기"
87,367,광자고,산자고,"산자고(山慈姑), 광자고(光慈姑), 까치무릇비늘줄기"
87,367,까치무릇비늘줄기,산자고,"산자고(山慈姑), 광자고(光慈姑), 까치무릇비늘줄기"
88,77,괴각,괴각,"괴각(槐角),괴실(槐實),홰나무열매"
88,77,괴실,괴각,"괴각(槐角),괴실(槐實),홰나무열매"
88,77,홰나무열매,괴각,"괴각(槐角),괴실(槐實),홰나무열매"
89,78,괴지,괴지,괴지(槐枝)
90,79,괴화,괴화,"괴화(槐花),괴미(槐米),홰나무꽃망울"
90,79,괴미,괴화,"괴화(槐花),괴미(槐米),홰나무꽃망울"
90,79,홰나무꽃망울,괴화,"괴화(槐花),괴미(槐米),홰나무꽃망울"
91,80,교이,교이,"교이(膠飴),분말이(粉末飴)"
91,80,분말이,교이,"교이(膠飴),분말이(粉末飴)"
92,80,교이,교이,"교이(膠飴),분말이(粉末飴)"
92,80,분말이,교이,"교이(膠飴),분말이(粉末飴)"
93,80,교이,교이,"교이(膠飴),분말이(粉末飴)"
93,80,분말이,교이,"교이(膠飴),분말이(粉末飴)"
94,80,교이,교이,"교이(膠飴),분말이(粉末飴)"
94,80,분말이,교이,"교이(膠飴),분말이(粉末飴)"
95,80,교이,교이,"교이(膠飴),이당(飴糖),분말이(粉末飴)"
95,80,이당,교이,"교이(膠飴),이당(飴糖),분말이(粉末飴)"
95,80,분말이,교이,"교이(膠飴),이당(飴糖),분말이(粉末飴)"
96,80,교이,교이,"교이(膠飴),이당(飴糖)"
96,80,이당,교이,"교이(膠飴),이당(飴糖)"
97,81,구골엽,구골엽,구골엽(枸骨葉)
98,82,구기엽,구기엽,"구기엽(枸杞葉),구기자잎"
98,82,구기자잎,구기엽,"구기엽(枸杞葉),구기자잎"
99,83,구기자,구기자,구기자(枸杞子)
100,83,구기자,구기자,구기자(枸杞子)
101,84,구맥,구맥,"구맥(瞿麥),패랭이꽃"
101,84,패랭이꽃,구맥,"구맥(瞿麥),패랭이꽃"
102,84,구맥,구맥,"구맥(瞿麥),패랭이꽃"
102,84,패랭이꽃,구맥,"구맥(瞿麥),패랭이꽃"
103,84,구맥,구맥,구맥(瞿麥)
104,85,구자,구자,"구자(韮子), 가구자(家韮子), 구채자(韭菜子), 푸초씨"
104,85,가구자,구자,"구자(韮子), 가구자(家韮子), 구채자(韭菜子), 푸초씨"
104,85,구채자,구자,"구자(韮子), 가구자(家韮子), 구채자(韭菜子), 푸초씨"
104,85,푸초씨,구자,"구자(韮子), 가구자(家韮子), 구채자(韭菜子), 푸초씨"
105,86,구절초,구절초,구절초(九折草)
106,86,구절초,구절초,구절초(九折草)
107,87,구척,구척,구척(狗脊)
108,88,구필응,구필응,구필응(救必應)
109,89,국거,국거,국거(菊苣)
110,90,국화,국화,"국화(菊花),단국화,감국"
110,90,단국화,국화,"국화(菊花),단국화,감국"
110,90,감국,국화,"국화(菊花),단국화,감국"
111,91,권백,권백,권백(卷柏)
112,91,권백,권백,권백(卷柏)
113,92,권삼,권삼,"권삼(拳參),자삼(紫參)"
113,92,자삼,권삼,"권삼(拳參),자삼(紫參)"
114,92,권삼,권삼,"권삼(拳參),범꼬리풀뿌리줄기"
114,92,범꼬리풀뿌리줄기,권삼,"권삼(拳參),범꼬리풀뿌리줄기"
115,94,귀전우,귀전우,"귀전우(鬼箭羽),화살나무가지"
115,94,화살나무가지,귀전우,"귀전우(鬼箭羽),화살나무가지"
116,97,귤핵,귤핵,"귤핵(橘核), 귤자인(橘子仁), 귤인(橘仁)"
116,97,귤자인,귤핵,"귤핵(橘核), 귤자인(橘子仁), 귤인(橘仁)"
116,97,귤인,귤핵,"귤핵(橘核), 귤자인(橘子仁), 귤인(橘仁)"
117,98,귤홍,귤홍,귤홍(橘紅)
118,99,근골초,근골초,근골초(筋骨草)
119,101,금등롱,금등롱,"금등롱(錦燈籠), 괘금등(挂金燈), 꽈리, 산장"
119,101,괘금등,금등롱,"금등롱(錦燈籠), 괘금등(挂金燈), 꽈리, 산장"
119,101,꽈리,금등롱,"금등롱(錦燈籠), 괘금등(挂金燈), 꽈리, 산장"
119,101,산장,금등롱,"금등롱(錦燈籠), 괘금등(挂金燈), 꽈리, 산장"
120,102,금련화,금련화,금련화(金蓮花)
121,104,금비초,금비초,금비초(金沸草)
122,104,금비초,금비초,금비초(金沸草)
123,105,금사등,금사등,"금사등(金沙藤),해금사등(海金沙藤)"
123,105,해금사등,금사등,"금사등(金沙藤),해금사등(海金沙藤)"
124,106,금앵자,금앵자,금앵자(金櫻子)
125,107,금우초,금우초,금우초(金牛草)
126,108,금은화,금은화,"금은화(金銀花),인동덩굴꽃"
126,108,인동덩굴꽃,금은화,"금은화(金銀花),인동덩굴꽃"
127,109,금전초,금전초,금전초(金錢草)
128,110,급성자,급성자,"급성자(急性子),봉선자(鳳仙子)"
128,110,봉선자,급성자,"급성자(急性子),봉선자(鳳仙子)"
129,111,길경,길경,"길경(桔梗),길경근(桔梗根),도라지"
129,111,길경근,길경,"길경(桔梗),길경근(桔梗根),도라지"
129,111,도라지,길경,"길경(桔梗),길경근(桔梗根),도라지"
130,113,길초근,길초근,"길초근(吉草根), 힐초(纈草), 바구니나물뿌리, 길초"
130,113,힐초,길초근,"길초근(吉草根), 힐초(纈草), 바구니나물뿌리, 길초"
130,113,바구니나물뿌리,길초근,"길초근(吉草根), 힐초(纈草), 바구니나물뿌리, 길초"
130,113,길초,길초근,"길초근(吉草根), 힐초(纈草), 바구니나물뿌리, 길초"
131,113,길초근,길초근,길초근(吉草根)
133,116,나도근,나도근,"나도근(糯稻根), 나도근수(糯稻根鬚)"
133,116,나도근수,나도근,"나도근(糯稻根), 나도근수(糯稻根鬚)"
134,117,나래박쥐나물,나래박쥐나물,나래박쥐나물
135,118,낙석등,낙석등,낙석등(絡石藤)
136,118,낙석등,낙석등,낙석등(絡石藤)
137,119,낙신부,낙신부,"낙신부(落新婦),노루풀뿌리"
137,119,노루풀뿌리,낙신부,"낙신부(落新婦),노루풀뿌리"
138,120,낙화생유,낙화생유,낙화생유(落花生油)
139,121,남과인,남과인,"남과인(南瓜仁),호박씨"
139,121,호박씨,남과인,"남과인(南瓜仁),호박씨"
140,122,남사등,남사등,남사등(南蛇藤)
141,123,남천선자,남천선자,남천선자(南天仙子)
142,124,남천실,남천실,"남천실(南天實), 천축자(天竺子)"
142,124,천축자,남천실,"남천실(南天實), 천축자(天竺子)"
143,125,남포정,남포정,남포정(藍布正)
144,126,남학슬,남학슬,남학슬(南鶴虱)
145,127,낭독,낭독,"낭독(狼毒), 낭독대극(狼毒大戟), 오독도기뿌리, 랑독"
145,127,낭독대극,낭독,"낭독(狼毒), 낭독대극(狼毒大戟), 오독도기뿌리, 랑독"
145,127,오독도기뿌리,낭독,"낭독(狼毒), 낭독대극(狼毒大戟), 오독도기뿌리, 랑독"
145,127,랑독,낭독,"낭독(狼毒), 낭독대극(狼毒大戟), 오독도기뿌리, 랑독"
146,127,낭독,낭독,"낭독(狼毒), 낭독대극(狼毒大戟)"
146,127,낭독대극,낭독,"낭독(狼毒), 낭독대극(狼毒大戟)"
147,447,스코폴리아근,스코폴리아근,"스코폴리아근, 낭탕근(莨菪根)"
147,447,낭탕근,스코폴리아근,"스코폴리아근, 낭탕근(莨菪根)"
148,447,스코폴리아근,스코폴리아근,"스코폴리아근, 낭탕근(莨菪根)"
148,447,낭탕근,스코폴리아근,"스코폴리아근, 낭탕근(莨菪根)"
150,129,내복자,내복자,"내복자(萊菔子),무우씨,라복자"
150,129,무우씨,내복자,"내복자(萊菔子),무우씨,라복자"
150,129,라복자,내복자,"내복자(萊菔子),무우씨,라복자"
151,130,냉초,냉초,"냉초(冷草), 냉초뿌리, 초본위령선(草本威靈仙)"
151,130,냉초뿌리,냉초,"냉초(冷草), 냉초뿌리, 초본위령선(草本威靈仙)"
151,130,초본위령선,냉초,"냉초(冷草), 냉초뿌리, 초본위령선(草本威靈仙)"
152,132,노근,노근,"노근(蘆根),노모근(蘆茅根),갈뿌리,로근"
152,132,노모근,노근,"노근(蘆根),노모근(蘆茅根),갈뿌리,로근"
152,132,갈뿌리,노근,"노근(蘆根),노모근(蘆茅根),갈뿌리,로근"
152,132,로근,노근,"노근(蘆根),노모근(蘆茅根),갈뿌리,로근"
153,133,노로통,노로통,노로통(路路通)
154,135,노회,노회,"노회(蘆薈),알로에,로회"
154,135,알로에,노회,"노회(蘆薈),알로에,로회"
154,135,로회,노회,"노회(蘆薈),알로에,로회"
155,135,노회,노회,"노회(蘆薈),알로에,로회"
155,135,알로에,노회,"노회(蘆薈),알로에,로회"
155,135,로회,노회,"노회(蘆薈),알로에,로회"
156,135,노회,노회,"노회(蘆薈),알로에"
156,135,알로에,노회,"노회(蘆薈),알로에"
157,135,노회,노회,"노회(蘆薈),알로에"
157,135,알로에,노회,"노회(蘆薈),알로에"
158,468,알로에 전잎,알로에 전잎,알로에 전잎
159,138,녹두,녹두,"녹두(綠豆),청소두(靑小豆),록두"
159,138,청소두,녹두,"녹두(綠豆),청소두(靑小豆),록두"
159,138,록두,녹두,"녹두(綠豆),청소두(靑小豆),록두"
160,142,녹제초,녹제초,"녹제초(鹿蹄草), 동록(冬綠), 파혈단(破血丹), 녹함초(鹿銜草)"
160,142,동록,녹제초,"녹제초(鹿蹄草), 동록(冬綠), 파혈단(破血丹), 녹함초(鹿銜草)"
160,142,파혈단,녹제초,"녹제초(鹿蹄草), 동록(冬綠), 파혈단(破血丹), 녹함초(鹿銜草)"
160,142,녹함초,녹제초,"녹제초(鹿蹄草), 동록(冬綠), 파혈단(破血丹), 녹함초(鹿銜草)"
165,143,녹총,녹총,"녹총(鹿葱),상사화비늘줄기,리별초"
165,143,상사화비늘줄기,녹총,"녹총(鹿葱),상사화비늘줄기,리별초"
165,143,리별초,녹총,"녹총(鹿葱),상사화비늘줄기,리별초"
166,146,누로,누로,"누로(漏蘆),뻐꾹채뿌리,루로"
166,146,뻐꾹채뿌리,누로,"누로(漏蘆),뻐꾹채뿌리,루로"
166,146,루로,누로,"누로(漏蘆),뻐꾹채뿌리,루로"
167,146,누로,누로,누로(漏蘆)
168,146,누로,누로,"누로(漏蘆), 우주누로(禹州漏蘆)"
168,146,우주누로,누로,"누로(漏蘆), 우주누로(禹州漏蘆)"
169,147,누호,누호,누호(蔞蒿)
170,148,능소화,능소화,"능소화(凌霄花),타태화(墮胎花)"
170,148,타태화,능소화,"능소화(凌霄花),타태화(墮胎花)"
171,148,능소화,능소화,"능소화(凌霄花),타태화(墮胎花)"
171,148,타태화,능소화,"능소화(凌霄花),타태화(墮胎花)"
172,149,능실,능실,"능실(菱實),능각(菱角)"
172,149,능각,능실,"능실(菱實),능각(菱角)"
173,149,능실,능실,"능실(菱實),능각(菱角)"
173,149,능각,능실,"능실(菱實),능각(菱角)"
174,149,능실,능실,"능실(菱實),능각(菱角)"
174,149,능각,능실,"능실(菱實),능각(菱角)"
175,153,단삼,단삼,단삼(丹參)
176,157,담죽엽,담죽엽,"담죽엽(淡竹葉),조릿대풀"
176,157,조릿대풀,담죽엽,"담죽엽(淡竹葉),조릿대풀"
177,588,일당귀,일당귀,"일당귀(日當歸),당귀(當歸),재배당귀,동당귀(東當歸)"
177,588,당귀,일당귀,"일당귀(日當歸),당귀(當歸),재배당귀,동당귀(東當歸)"
177,588,재배당귀,일당귀,"일당귀(日當歸),당귀(當歸),재배당귀,동당귀(東當歸)"
177,588,동당귀,일당귀,"일당귀(日當歸),당귀(當歸),재배당귀,동당귀(東當歸)"
178,159,당삼,당삼,"당삼(黨參),만삼,삼승더덕"
178,159,만삼,당삼,"당삼(黨參),만삼,삼승더덕"
178,159,삼승더덕,당삼,"당삼(黨參),만삼,삼승더덕"
179,159,당삼,당삼,당삼(黨參)
180,160,당약,당약,당약(當藥)
181,160,당약,당약,당약(當藥)
182,161,대계,대계,"대계(大薊),엉겅퀴"
182,161,엉겅퀴,대계,"대계(大薊),엉겅퀴"
183,161,대계,대계,대계(大薊)
185,161,대계,대계,대계(大薊)
186,161,대계,대계,대계(大薊)
187,161,대계,대계,대계(大薊)
188,161,대계,대계,대계(大薊)
189,161,대계,대계,대계(大薊)
190,162,대극,대극,"대극(大戟),경대극(京大戟),버들옻뿌리"
190,162,경대극,대극,"대극(大戟),경대극(京大戟),버들옻뿌리"
190,162,버들옻뿌리,대극,"대극(大戟),경대극(京大戟),버들옻뿌리"
191,163,대두황권,대두황권,대두황권(大豆黃卷)
192,163,대두황권,대두황권,"대두황권(大豆黃卷),갯완두싹"
192,163,갯완두싹,대두황권,"대두황권(大豆黃卷),갯완두싹"
193,164,대맥,대맥,대맥(大麥)
194,165,대복피,대복피,"대복피(大腹皮),대복모(大腹毛)"
194,165,대복모,대복피,"대복피(大腹皮),대복모(大腹毛)"
195,166,대산,대산,"대산(大蒜),호산(葫蒜),마늘"
195,166,호산,대산,"대산(大蒜),호산(葫蒜),마늘"
195,166,마늘,대산,"대산(大蒜),호산(葫蒜),마늘"
196,167,대엽자,대엽자,"대엽자(大葉子),골병풍뿌리줄기"
196,167,골병풍뿌리줄기,대엽자,"대엽자(大葉子),골병풍뿌리줄기"
197,171,대추,대추,"대추,대조(大棗)"
197,171,대조,대추,"대추,대조(大棗)"
198,171,대추,대추,"대추,대조(大棗)"
198,171,대조,대추,"대추,대조(大棗)"
199,169,대조엽,대조엽,대조엽(大棗葉)
200,170,대청엽,대청엽,"대청엽(大靑葉),대청잎"
200,170,대청잎,대청엽,"대청엽(大靑葉),대청잎"
201,170,대청엽,대청엽,대청엽(大靑葉)
202,172,대풍자,대풍자,"대풍자(大風子),대풍자인(大風子仁)"
202,172,대풍자인,대풍자,"대풍자(大風子),대풍자인(大風子仁)"
203,173,대황,대황,대황(大黃)
204,173,대황,대황,대황(大黃)
205,173,대황,대황,대황(大黃)
206,173,대황,대황,대황(大黃)
207,178,도두,도두,도두(刀豆)
208,179,도인,도인,"도인(桃仁),복숭아씨"
208,179,복숭아씨,도인,"도인(桃仁),복숭아씨"
209,179,도인,도인,도인(桃仁)
210,180,도지,도지,도지(桃枝)
211,182,도화,도화,"도화(桃花),복숭아꽃,백도화"
211,182,복숭아꽃,도화,"도화(桃花),복숭아꽃,백도화"
211,182,백도화,도화,"도화(桃花),복숭아꽃,백도화"
212,183,독활,독활,"독활(獨活), 따두릅뿌리 ,장백총목(長白楤木)"
212,183,따두릅뿌리,독활,"독활(獨活), 따두릅뿌리 ,장백총목(長白楤木)"
212,183,장백총목,독활,"독활(獨活), 따두릅뿌리 ,장백총목(長白楤木)"
213,183,독활,독활,독활(獨活)
214,186,동과자,동과자,"동과자(冬瓜子), 동과인(冬瓜仁), 백과자(白瓜子), 동과씨, 동아씨"
214,186,동과인,동과자,"동과자(冬瓜子), 동과인(冬瓜仁), 백과자(白瓜子), 동과씨, 동아씨"
214,186,백과자,동과자,"동과자(冬瓜子), 동과인(冬瓜仁), 백과자(白瓜子), 동과씨, 동아씨"
214,186,동과씨,동과자,"동과자(冬瓜子), 동과인(冬瓜仁), 백과자(白瓜子), 동과씨, 동아씨"
214,186,동아씨,동과자,"동과자(冬瓜子), 동과인(冬瓜仁), 백과자(白瓜子), 동과씨, 동아씨"
215,187,동과피,동과피,동과피(冬瓜皮)
216,188,동규자,동규자,"동규자(冬葵子), 동규과(冬葵果), 활규자(滑葵子), 아욱씨"
216,188,동규과,동규자,"동규자(冬葵子), 동규과(冬葵果), 활규자(滑葵子), 아욱씨"
216,188,활규자,동규자,"동규자(冬葵子), 동규과(冬葵果), 활규자(滑葵子), 아욱씨"
216,188,아욱씨,동규자,"동규자(冬葵子), 동규과(冬葵果), 활규자(滑葵子), 아욱씨"
217,190,동백유,동백유,"동백유(冬柏油),춘유(椿油)"
217,190,춘유,동백유,"동백유(冬柏油),춘유(椿油)"
218,191,동엽,동엽,동엽(桐葉)
219,194,두송실,두송실,"두송실(杜松實),노가지열매"
219,194,노가지열매,두송실,"두송실(杜松實),노가지열매"
220,195,두시,두시,"두시(豆豉), 향시(香豉), 담시(淡豉), 담두시(淡豆豉)"
220,195,향시,두시,"두시(豆豉), 향시(香豉), 담시(淡豉), 담두시(淡豆豉)"
220,195,담시,두시,"두시(豆豉), 향시(香豉), 담시(淡豉), 담두시(淡豆豉)"
220,195,담두시,두시,"두시(豆豉), 향시(香豉), 담시(淡豉), 담두시(淡豆豉)"
221,196,두시강,두시강,두시강(豆豉薑)
222,197,두유,두유,두유(豆油)
223,198,두충,두충,"두충(杜仲), 두중, 두충껍질"
223,198,두중,두충,"두충(杜仲), 두중, 두충껍질"
223,198,두충껍질,두충,"두충(杜仲), 두중, 두충껍질"
224,201,두충엽,두충엽,"두충엽(杜仲葉), 두중엽, 두충잎"
224,201,두중엽,두충엽,"두충엽(杜仲葉), 두중엽, 두충잎"
224,201,두충잎,두충엽,"두충엽(杜仲葉), 두중엽, 두충잎"
225,203,두화료,두화료,두화료(頭花蓼)
226,204,등심초,등심초,"등심초(燈心草), 골풀속살, 등심"
